"wallGradU:0","wallGradU:1","wallGradU:2","Points:0","Points:1","Points:2"
40.71706,0.2046858,8.031598e-17,0,1,0.08928572
36.43058,0.04681503,4.015795e-17,0.05338323,1.000287,0.08928572
39.95285,-0.9892723,-1.339214e-16,0.1067659,1.000135,0.08928572
38.9602,-2.514005,-1.3392e-16,0.1601023,0.9980272,0.08928572
23.88282,-3.321378,-9.101001e-16,0.2131829,0.992484,0.08928572
5.09979,-0.6445856,-9.100906e-16,0.265539,0.9821898,0.08928572
-12.07119,4.771789,1.192713e-15,0.3164471,0.9662149,0.08928572
-16.27974,8.084011,3.239958e-15,0.3651609,0.9444566,0.08928572
-13.40282,7.985389,1.05995e-15,0.411663,0.9182609,0.08928572
-9.865911,6.741181,-9.873261e-16,0.4562922,0.8889794,0.08928572
-7.803678,5.83263,-4.579986e-22,0.4994486,0.8575609,0.08928572
-6.581368,5.241795,8.990093e-16,0.5415086,0.8246792,0.08928572
-5.908198,4.893405,8.990082e-16,0.5827766,0.7908176,0.08928572
-5.248396,4.449181,8.711987e-16,0.6235402,0.7563446,0.08928572
-4.682443,4.000295,8.711984e-16,0.664058,0.7215837,0.08928572
-4.160135,3.53277,3.254048e-21,0.7045838,0.6868323,0.08928572
-3.79741,3.176552,1.370085e-20,0.7453488,0.6523634,0.08928572
-3.568575,2.936761,8.481063e-16,0.7864125,0.6182518,0.08928572
-3.440892,2.790257,8.48103e-16,0.8277454,0.584468,0.08928572
-3.409659,2.728932,8.46577e-16,0.8693179,0.5509768,0.08928572
-3.474135,2.749084,1.693544e-15,0.911095,0.5177438,0.08928572
-3.625217,2.841288,-2.163595e-19,0.9530455,0.4847283,0.08928572
-3.856985,2.999731,-1.694599e-15,0.9951344,0.4518895,0.08928572
-4.150575,3.209483,-9.051226e-19,1.037327,0.4191844,0.08928572
-4.459414,3.43116,8.465039e-16,1.079588,0.3865677,0.08928572
-4.738025,3.615581,-1.289985e-20,1.121923,0.354046,0.08928572
-4.982294,3.74566,2.470511e-21,1.164428,0.3217469,0.08928572
-5.187581,3.813411,2.681806e-21,1.207212,0.2898216,0.08928572
-5.341168,3.807573,-8.260133e-16,1.250394,0.2584304,0.08928572
-5.431952,3.720289,-6.180293e-18,1.294088,0.2277584,0.08928572
-5.450636,3.547685,8.198053e-16,1.338417,0.1980145,0.08928572
-5.392172,3.291836,-8.082677e-16,1.38351,0.1694428,0.08928572
-5.281552,2.977066,-8.0824e-16,1.429496,0.1423342,0.08928572
-5.160619,2.645032,9.533057e-23,1.476478,0.1169988,0.08928572
-5.015252,2.305381,1.821708e-25,1.524477,0.09363855,0.08928572
-4.829732,1.957724,-3.993512e-16,1.573467,0.07243985,0.08928572
-4.588109,1.605171,-3.993626e-16,1.623407,0.05359494,0.08928572
-4.306336,1.260777,4.018301e-16,1.674236,0.03729705,0.08928572
-3.964694,0.9314382,4.018172e-16,1.725863,0.02373658,0.08928572
-3.652884,0.6382463,1.905855e-25,1.778167,0.01309238,0.08928572
-3.357052,0.3854536,1.242396e-20,1.831003,0.005520121,0.08928572
-3.485922,0.1724913,8.000317e-17,1.884199,0.001143927,0.08928572
-4.715396,0.04281763,8.0017e-17,1.937563,-7.249493e-09,0.08928572
-6.319343,0.002245911,2.069591e-25,1.990947,-1.268826e-16,0.08928572
-7.582705,0.002060699,-1.329274e-20,2.044331,0,0.08928572
-8.651927,0.002046117,0,2.097715,0,0.08928572
-9.579039,0.002073487,-1.347006e-20,2.151099,0,0.08928572
-10.38978,0.002108956,-1.173758e-25,2.204484,1.268826e-16,0.08928572
-11.10798,0.002156491,2.678498e-20,2.257868,0,0.08928572
-11.75217,0.002207367,-1.31889e-20,2.311252,0,0.08928572
-12.33533,0.002261201,-1.331503e-20,2.364636,0,0.08928572
-12.86802,0.002312822,2.603897e-20,2.41802,0,0.08928572
-13.35715,0.0023605,7.315798e-26,2.471404,0,0.08928572
-13.80821,0.002402166,-2.525487e-20,2.524788,0,0.08928572
-14.22464,0.002437444,-6.007626e-26,2.578172,0,0.08928572
-14.60907,0.002464,1.240482e-20,2.631556,0,0.08928572
-14.96309,0.00248083,0,2.684941,0,0.08928572
-15.28784,0.002487649,0,2.738325,0,0.08928572
-15.58396,0.002485319,0,2.791709,0,0.08928572
-15.85185,0.002472168,0,2.845093,0,0.08928572
-16.09169,0.00244721,0,2.898477,0,0.08928572
-16.30369,0.002411695,0,2.951861,0,0.08928572
-16.48806,0.002366944,9.277816e-21,3.005245,0,0.08928572
-16.64514,0.002312331,1.287168e-26,3.058629,0,0.08928572
-16.77527,0.002247666,-9.277803e-21,3.112013,0,0.08928572
-16.87889,0.002174383,0,3.165397,0,0.08928572
-16.95647,0.002094182,0,3.218781,0,0.08928572
-17.00857,0.002006523,0,3.272166,0,0.08928572
-17.03579,0.001910347,3.196464e-21,3.32555,0,0.08928572
-17.03847,0.001807144,-1.598245e-28,3.378934,0,0.08928572
-17.01686,0.001698059,-3.196465e-21,3.432318,0,0.08928572
-16.9715,0.001583546,0,3.485702,0,0.08928572
-16.90304,0.001463758,0,3.539086,0,0.08928572
-16.81222,0.001340274,1.843122e-21,3.59247,0,0.08928572
-16.69986,0.001213353,1.562496e-21,3.645854,0,0.08928572
-16.56682,0.001084715,-1.843126e-21,3.699239,0,0.08928572
-16.41404,0.0009541503,-1.5625e-21,3.752623,0,0.08928572
-16.24245,0.0008217364,-3.551283e-22,3.806007,0,0.08928572
-16.05305,0.0006888544,6.929934e-28,3.859391,0,0.08928572
-15.84677,0.0005565684,4.24313e-22,3.912775,0,0.08928572
-15.62463,0.0004245521,-7.36549e-23,3.966159,0,0.08928572
-15.38768,0.0002940533,1.469384e-22,4.019543,0,0.08928572
-15.13695,0.0001651443,7.365416e-23,4.072927,0,0.08928572
-14.87344,3.837987e-05,-2.161231e-22,4.126311,0,0.08928572
-14.59817,-8.608437e-05,0,4.179696,0,0.08928572
-14.31216,-0.0002077275,0,4.233079,0,0.08928572
-14.01639,-0.0003257826,0,4.286464,0,0.08928572
-13.71183,-0.0004404155,-2.632135e-22,4.339848,0,0.08928572
-13.39941,-0.0005511092,1.080259e-27,4.393232,-1.268826e-16,0.08928572
-13.08003,-0.0006578687,2.632146e-22,4.446616,0,0.08928572
-12.75472,-0.0007598334,0,4.5,0,0.08928572
-12.4245,-0.0008576033,0,4.553384,0,0.08928572
-12.09006,-0.0009512252,0,4.606768,0,0.08928572
-11.75204,-0.001040794,0,4.660152,0,0.08928572
-11.41128,-0.001125538,0,4.713536,0,0.08928572
-11.06851,-0.001205588,0,4.766921,0,0.08928572
-10.72443,-0.001280932,-2.201731e-21,4.820304,0,0.08928572
-10.37975,-0.001351991,9.790603e-27,4.873689,0,0.08928572
-10.03512,-0.001418482,-2.327457e-22,4.927073,0,0.08928572
-9.691193,-0.001480633,2.547556e-21,4.980457,0,0.08928572
-9.348576,-0.001537992,2.434487e-21,5.033841,0,0.08928572
-9.007819,-0.001590773,-2.547555e-21,5.087225,0,0.08928572
-8.669445,-0.001639732,0,5.140609,0,0.08928572
-8.333895,-0.001684806,0,5.193994,0,0.08928572
-8.00158,-0.001728126,0,5.247377,0,0.08928572
-7.672873,-0.001765206,-5.12447e-14,5.300762,0,0.08928572
-7.348129,-0.001798462,-1.041294e-13,5.354146,6.344132e-17,0.08928572
-7.027709,-0.001829596,-5.288467e-14,5.40753,0,0.08928572
-6.711958,-0.001856539,6.930357e-21,5.460914,0,0.08928572
-6.401195,-0.001880075,-2.870236e-26,5.514298,0,0.08928572
-6.095739,-0.001900316,-6.930387e-21,5.567682,0,0.08928572
-5.795822,-0.001918179,0,5.621066,0,0.08928572
-5.501698,-0.001933711,-7.634764e-21,5.67445,0,0.08928572
-5.213584,-0.001946421,7.800873e-21,5.727834,0,0.08928572
-4.931726,-0.001957054,1.559785e-20,5.781219,0,0.08928572
-4.65629,-0.00196409,-7.80091e-21,5.834603,0,0.08928572
-4.387529,-0.001968796,-7.96312e-21,5.887987,0,0.08928572
-4.125608,-0.001972433,0,5.941371,0,0.08928572
-3.870804,-0.001972996,6.959055e-14,5.994755,0,0.08928572
-3.623216,-0.001971911,1.404372e-13,6.048139,-6.344132e-17,0.08928572
-3.383221,-0.00196853,7.08466e-14,6.101523,0,0.08928572
-3.150897,-0.001963232,5.588125e-26,6.154907,0,0.08928572
-2.926755,-0.001955854,1.772011e-20,6.208292,0,0.08928572
-2.710898,-0.001946732,0,6.261675,0,0.08928572
-2.504133,-0.001934509,0,6.31506,0,0.08928572
-2.306535,-0.00192033,0,6.368443,0,0.08928572
-2.119427,-0.001902809,0,6.421828,0,0.08928572
-1.942845,-0.001883142,0,6.475212,0,0.08928572
-1.778883,-0.001859098,0,6.528596,0,0.08928572
-1.627507,-0.00183281,0,6.58198,0,0.08928572
-1.492084,-0.001800908,0,6.635364,0,0.08928572
-1.372476,-0.00176701,0,6.688748,0,0.08928572
-1.274242,-0.001724012,2.063941e-20,6.742132,0,0.08928572
-1.197108,-0.001677268,-2.710265e-26,6.795516,0,0.08928572
-1.150304,-0.001617633,-2.063943e-20,6.848901,0,0.08928572
-1.13362,-0.001552177,2.126966e-20,6.902285,0,0.08928572
-1.163044,-0.001471803,3.021911e-26,6.955669,0,0.08928572
-1.23413,-0.001366553,-2.126963e-20,7.009053,0,0.08928572
-1.390716,-0.01713073,-4.463543e-17,7.062437,-7.250703e-09,0.08928572
-1.581254,-0.08382909,-4.461323e-17,7.115801,0.001143925,0.08928572
-1.647839,-0.1837347,-3.643045e-16,7.168997,0.005520131,0.08928572
-1.643085,-0.280753,3.725591e-16,7.221833,0.01309238,0.08928572
-1.578531,-0.3599064,7.368645e-16,7.274137,0.02373657,0.08928572
-1.449147,-0.4123251,-1.506272e-15,7.325764,0.03729707,0.08928572
-1.26401,-0.427249,-1.506248e-15,7.376593,0.05359499,0.08928572
-1.011233,-0.3931545,-2.364225e-20,7.426533,0.07243981,0.08928572
-0.6900753,-0.2975339,-2.841957e-25,7.475523,0.09363852,0.08928572
-0.2832437,-0.1231384,2.364199e-20,7.523522,0.1169988,0.08928572
0.2255513,0.1519727,2.444247e-20,7.570504,0.1423342,0.08928572
0.8768783,0.561596,2.467994e-20,7.61649,0.1694428,0.08928572
1.675259,1.116572,-2.444131e-20,7.661582,0.1980145,0.08928572
2.620962,1.819437,1.636344e-15,7.705913,0.2277583,0.08928572
3.71244,2.666794,1.636421e-15,7.749607,0.2584303,0.08928572
4.949497,3.652085,5.0139e-20,7.792788,0.2898216,0.08928572
6.321676,4.756842,3.288114e-15,7.835572,0.3217469,0.08928572
7.815701,5.95623,3.288071e-15,7.878077,0.354046,0.08928572
9.382522,7.197044,-5.21942e-22,7.920412,0.3865677,0.08928572
10.93381,8.420166,-1.593195e-15,7.962673,0.4191844,0.08928572
12.47727,9.658451,-3.156469e-15,8.004866,0.4518895,0.08928572
14.08207,10.98095,-1.563379e-15,8.046954,0.4847283,0.08928572
15.79679,12.4346,-1.435631e-19,8.088905,0.5177439,0.08928572
17.67283,14.07058,1.065479e-20,8.130682,0.5509768,0.08928572
19.77169,15.9512,1.364325e-15,8.172255,0.584468,0.08928572
22.18563,18.16783,7.881078e-17,8.213588,0.6182519,0.08928572
25.06869,20.8693,-2.473215e-15,8.254651,0.6523634,0.08928572
28.79847,24.33678,9.400096e-16,8.295416,0.6868324,0.08928572
33.76011,28.69326,2.126992e-15,8.335942,0.7215837,0.08928572
39.89357,33.6226,-7.192035e-19,8.37646,0.7563446,0.08928572
47.36934,38.99048,3.847172e-16,8.417223,0.7908176,0.08928572
56.50687,44.6661,3.699079e-16,8.458491,0.8246793,0.08928572
67.908,50.48922,-4.612735e-16,8.500551,0.8575609,0.08928572
81.89046,55.71444,6.152676e-16,8.543708,0.8889793,0.08928572
98.39559,58.83809,1.061721e-15,8.588337,0.9182608,0.08928572
114.7761,56.8225,-4.622117e-21,8.634839,0.9444566,0.08928572
123.1128,46.24201,2.121675e-21,8.683553,0.9662149,0.08928572
113.4813,29.36648,5.964402e-21,8.734461,0.9821898,0.08928572
92.01817,14.34137,1.038108e-15,8.786818,0.992484,0.08928572
66.04282,5.286142,7.689544e-16,8.839898,0.9980272,0.08928572
46.43772,1.103714,-2.966738e-16,8.893234,1.000135,0.08928572
30.5527,0.01859846,9.352823e-17,8.946617,1.000287,0.08928572
19.22944,-0.09322748,2.4206e-16,9,1,0.08928572
